#
# INPUTFILE 
# ENERGYOUT energy.dat
# GEOMOUT geometry.xyz
# RANDOMSEED 41
# DESIREDTEMPERATURE 298.150000 K
# BOUNDARY 10.000000 A
# BOUNDARYSPRING 250.000000 kcal/(mol*A^2)
# BOUNDARYTYPE sphere
# STATUSWAITTIME 5.000000 s
# ENERGYWAITTIME 0.001000 ps
# GEOMWAITTIME 0.001000 ps
# TOTALTIME 0.500000 ps
# TIMESTEP 0.000500 ps
# EQTIME 0.000000 ps
# EQRATE 2.000000 p
#
# -- ENERGY DATA --
#
# energy terms [kcal/mol]
#  time      e_total      e_kin      e_pot  e_nonbond   e_bonded e_boundary      e_vdw     e_elst     e_bond    e_angle     e_tors      e_oop
 0.4280  2.38824e+05  4.746e+00  2.388e+05  2.388e+05  2.665e+00  0.000e+00  2.390e+05 -1.810e+02  1.160e+00  1.143e+00  3.622e-01  0.000e+00
 0.4290  2.29198e+05  4.296e+00  2.292e+05  2.292e+05  3.119e+00  0.000e+00  2.294e+05 -1.797e+02  1.325e+00  1.437e+00  3.572e-01  0.000e+00
 0.4300  2.13863e+05  3.924e+00  2.139e+05  2.139e+05  3.493e+00  0.000e+00  2.140e+05 -1.781e+02  1.347e+00  1.795e+00  3.508e-01  0.000e+00
 0.4310  1.97330e+05  3.723e+00  1.973e+05  1.973e+05  3.691e+00  0.000e+00  1.975e+05 -1.766e+02  1.183e+00  2.165e+00  3.430e-01  0.000e+00
 0.4320  1.85792e+05  3.578e+00  1.858e+05  1.858e+05  3.833e+00  0.000e+00  1.860e+05 -1.755e+02  1.001e+00  2.498e+00  3.337e-01  0.000e+00
 0.4330  1.83480e+05  3.363e+00  1.835e+05  1.835e+05  4.049e+00  0.000e+00  1.836e+05 -1.753e+02  9.722e-01  2.755e+00  3.223e-01  0.000e+00
 0.4340  1.90784e+05  3.128e+00  1.908e+05  1.908e+05  4.287e+00  0.000e+00  1.910e+05 -1.759e+02  1.062e+00  2.916e+00  3.086e-01  0.000e+00
 0.4350  2.04942e+05  3.054e+00  2.049e+05  2.049e+05  4.363e+00  0.000e+00  2.051e+05 -1.773e+02  1.086e+00  2.985e+00  2.925e-01  0.000e+00
 0.4360  2.21570e+05  3.216e+00  2.216e+05  2.216e+05  4.198e+00  0.000e+00  2.217e+05 -1.789e+02  9.449e-01  2.979e+00  2.742e-01  0.000e+00
 0.4370  2.36245e+05  3.471e+00  2.362e+05  2.362e+05  3.939e+00  0.000e+00  2.364e+05 -1.805e+02  7.619e-01  2.923e+00  2.544e-01  0.000e+00
 0.4380  2.45650e+05  3.605e+00  2.456e+05  2.456e+05  3.805e+00  0.000e+00  2.458e+05 -1.815e+02  7.359e-01  2.836e+00  2.338e-01  0.000e+00
 0.4390  2.47495e+05  3.591e+00  2.475e+05  2.475e+05  3.823e+00  0.000e+00  2.477e+05 -1.817e+02  8.922e-01  2.718e+00  2.127e-01  0.000e+00
 0.4400  2.40214e+05  3.638e+00  2.402e+05  2.402e+05  3.780e+00  0.000e+00  2.404e+05 -1.811e+02  1.036e+00  2.552e+00  1.914e-01  0.000e+00
 0.4410  2.24653e+05  3.949e+00  2.246e+05  2.246e+05  3.467e+00  0.000e+00  2.248e+05 -1.798e+02  9.873e-01  2.310e+00  1.694e-01  0.000e+00
 0.4420  2.05756e+05  4.469e+00  2.058e+05  2.057e+05  2.943e+00  0.000e+00  2.059e+05 -1.783e+02  8.180e-01  1.978e+00  1.468e-01  0.000e+00
 0.4430  1.90625e+05  4.914e+00  1.906e+05  1.906e+05  2.493e+00  0.000e+00  1.908e+05 -1.769e+02  7.961e-01  1.573e+00  1.239e-01  0.000e+00
 0.4440  1.84310e+05  5.083e+00  1.843e+05  1.843e+05  2.326e+00  0.000e+00  1.845e+05 -1.761e+02  1.068e+00  1.156e+00  1.016e-01  0.000e+00
 0.4450  1.87732e+05  5.064e+00  1.877e+05  1.877e+05  2.349e+00  0.000e+00  1.879e+05 -1.761e+02  1.454e+00  8.138e-01  8.136e-02  0.000e+00
 0.4460  1.98660e+05  5.101e+00  1.987e+05  1.987e+05  2.314e+00  0.000e+00  1.988e+05 -1.768e+02  1.613e+00  6.373e-01  6.436e-02  0.000e+00
 0.4470  2.13622e+05  5.241e+00  2.136e+05  2.136e+05  2.169e+00  0.000e+00  2.138e+05 -1.780e+02  1.427e+00  6.901e-01  5.157e-02  0.000e+00
 0.4480  2.29430e+05  5.217e+00  2.294e+05  2.294e+05  2.188e+00  0.000e+00  2.296e+05 -1.793e+02  1.160e+00  9.840e-01  4.336e-02  0.000e+00
 0.4490  2.43578e+05  4.721e+00  2.436e+05  2.436e+05  2.684e+00  0.000e+00  2.438e+05 -1.803e+02  1.176e+00  1.469e+00  3.945e-02  0.000e+00
 0.4500  2.53022e+05  3.810e+00  2.530e+05  2.530e+05  3.604e+00  0.000e+00  2.532e+05 -1.807e+02  1.520e+00  2.045e+00  3.889e-02  0.000e+00
 0.4510  2.53519e+05  2.951e+00  2.535e+05  2.535e+05  4.471e+00  0.000e+00  2.537e+05 -1.804e+02  1.840e+00  2.591e+00  4.031e-02  0.000e+00
 0.4520  2.42791e+05  2.611e+00  2.428e+05  2.428e+05  4.811e+00  0.000e+00  2.430e+05 -1.793e+02  1.769e+00  3.000e+00  4.221e-02  0.000e+00
 0.4530  2.24461e+05  2.821e+00  2.245e+05  2.245e+05  4.594e+00  0.000e+00  2.246e+05 -1.779e+02  1.346e+00  3.205e+00  4.349e-02  0.000e+00
 0.4540  2.06401e+05  3.188e+00  2.064e+05  2.064e+05  4.221e+00  0.000e+00  2.066e+05 -1.765e+02  9.863e-01  3.190e+00  4.378e-02  0.000e+00
 0.4550  1.95100e+05  3.368e+00  1.951e+05  1.951e+05  4.042e+00  0.000e+00  1.953e+05 -1.755e+02  1.016e+00  2.983e+00  4.354e-02  0.000e+00
 0.4560  1.92439e+05  3.448e+00  1.924e+05  1.924e+05  3.969e+00  0.000e+00  1.926e+05 -1.754e+02  1.290e+00  2.636e+00  4.378e-02  0.000e+00
 0.4570  1.96702e+05  3.799e+00  1.967e+05  1.967e+05  3.621e+00  0.000e+00  1.969e+05 -1.760e+02  1.361e+00  2.215e+00  4.571e-02  0.000e+00
 0.4580  2.05230e+05  4.561e+00  2.052e+05  2.052e+05  2.852e+00  0.000e+00  2.054e+05 -1.772e+02  1.016e+00  1.786e+00  5.035e-02  0.000e+00
 0.4590  2.16270e+05  5.365e+00  2.163e+05  2.163e+05  2.039e+00  0.000e+00  2.164e+05 -1.787e+02  5.699e-01  1.410e+00  5.825e-02  0.000e+00
 0.4600  2.28677e+05  5.655e+00  2.287e+05  2.287e+05  1.747e+00  0.000e+00  2.288e+05 -1.802e+02  5.487e-01  1.129e+00  6.943e-02  0.000e+00
 0.4610  2.39712e+05  5.275e+00  2.397e+05  2.397e+05  2.134e+00  0.000e+00  2.399e+05 -1.813e+02  1.091e+00  9.589e-01  8.344e-02  0.000e+00
 0.4620  2.43833e+05  4.668e+00  2.438e+05  2.438e+05  2.752e+00  0.000e+00  2.440e+05 -1.816e+02  1.759e+00  8.927e-01  9.960e-02  0.000e+00
 0.4630  2.36382e+05  4.409e+00  2.364e+05  2.364e+05  3.012e+00  0.000e+00  2.366e+05 -1.812e+02  1.991e+00  9.036e-01  1.172e-01  0.000e+00
 0.4640  2.19300e+05  4.601e+00  2.193e+05  2.193e+05  2.812e+00  0.000e+00  2.195e+05 -1.802e+02  1.713e+00  9.633e-01  1.357e-01  0.000e+00
 0.4650  2.00491e+05  4.782e+00  2.005e+05  2.005e+05  2.622e+00  0.000e+00  2.007e+05 -1.789e+02  1.410e+00  1.057e+00  1.546e-01  0.000e+00
 0.4660  1.87432e+05  4.474e+00  1.874e+05  1.874e+05  2.931e+00  0.000e+00  1.876e+05 -1.777e+02  1.568e+00  1.190e+00  1.734e-01  0.000e+00
 0.4670  1.82933e+05  3.753e+00  1.829e+05  1.829e+05  3.662e+00  0.000e+00  1.831e+05 -1.770e+02  2.094e+00  1.376e+00  1.919e-01  0.000e+00
 0.4680  1.85790e+05  3.190e+00  1.858e+05  1.858e+05  4.233e+00  0.000e+00  1.860e+05 -1.769e+02  2.394e+00  1.629e+00  2.097e-01  0.000e+00
 0.4690  1.93597e+05  3.216e+00  1.936e+05  1.936e+05  4.203e+00  0.000e+00  1.938e+05 -1.774e+02  2.029e+00  1.947e+00  2.272e-01  0.000e+00
 0.4700  2.04944e+05  3.628e+00  2.049e+05  2.049e+05  3.780e+00  0.000e+00  2.051e+05 -1.784e+02  1.225e+00  2.309e+00  2.455e-01  0.000e+00
 0.4710  2.19549e+05  3.799e+00  2.195e+05  2.195e+05  3.604e+00  0.000e+00  2.197e+05 -1.795e+02  6.653e-01  2.673e+00  2.652e-01  0.000e+00
 0.4720  2.35960e+05  3.382e+00  2.360e+05  2.360e+05  4.026e+00  0.000e+00  2.361e+05 -1.805e+02  7.649e-01  2.975e+00  2.863e-01  0.000e+00
 0.4730  2.48850e+05  2.736e+00  2.488e+05  2.488e+05  4.685e+00  0.000e+00  2.490e+05 -1.810e+02  1.235e+00  3.143e+00  3.072e-01  0.000e+00
 0.4740  2.50838e+05  2.566e+00  2.508e+05  2.508e+05  4.860e+00  0.000e+00  2.510e+05 -1.807e+02  1.416e+00  3.118e+00  3.255e-01  0.000e+00
 0.4750  2.39730e+05  3.174e+00  2.397e+05  2.397e+05  4.245e+00  0.000e+00  2.399e+05 -1.797e+02  1.027e+00  2.879e+00  3.388e-01  0.000e+00
 0.4760  2.21777e+05  4.112e+00  2.218e+05  2.218e+05  3.293e+00  0.000e+00  2.219e+05 -1.782e+02  4.916e-01  2.456e+00  3.462e-01  0.000e+00
 0.4770  2.05829e+05  4.661e+00  2.058e+05  2.058e+05  2.741e+00  0.000e+00  2.060e+05 -1.768e+02  4.672e-01  1.925e+00  3.486e-01  0.000e+00
 0.4780  1.96672e+05  4.588e+00  1.967e+05  1.967e+05  2.822e+00  0.000e+00  1.968e+05 -1.757e+02  1.092e+00  1.382e+00  3.481e-01  0.000e+00
 0.4790  1.94201e+05  4.365e+00  1.942e+05  1.942e+05  3.055e+00  0.000e+00  1.944e+05 -1.753e+02  1.789e+00  9.204e-01  3.465e-01  0.000e+00
 0.4800  1.96405e+05  4.591e+00  1.964e+05  1.964e+05  2.830e+00  0.000e+00  1.966e+05 -1.756e+02  1.870e+00  6.140e-01  3.452e-01  0.000e+00
 0.4810  2.02311e+05  5.256e+00  2.023e+05  2.023e+05  2.153e+00  0.000e+00  2.025e+05 -1.766e+02  1.292e+00  5.159e-01  3.447e-01  0.000e+00
 0.4820  2.12609e+05  5.697e+00  2.126e+05  2.126e+05  1.702e+00  0.000e+00  2.128e+05 -1.780e+02  7.001e-01  6.568e-01  3.451e-01  0.000e+00
 0.4830  2.27302e+05  5.299e+00  2.273e+05  2.273e+05  2.102e+00  0.000e+00  2.275e+05 -1.795e+02  7.151e-01  1.041e+00  3.463e-01  0.000e+00
 0.4840  2.42212e+05  4.183e+00  2.422e+05  2.422e+05  3.231e+00  0.000e+00  2.424e+05 -1.807e+02  1.249e+00  1.634e+00  3.484e-01  0.000e+00
 0.4850  2.49292e+05  3.104e+00  2.493e+05  2.493e+05  4.321e+00  0.000e+00  2.495e+05 -1.813e+02  1.624e+00  2.345e+00  3.512e-01  0.000e+00
 0.4860  2.43532e+05  2.677e+00  2.435e+05  2.435e+05  4.746e+00  0.000e+00  2.437e+05 -1.810e+02  1.357e+00  3.035e+00  3.540e-01  0.000e+00
 0.4870  2.28572e+05  2.799e+00  2.286e+05  2.286e+05  4.614e+00  0.000e+00  2.287e+05 -1.801e+02  7.084e-01  3.550e+00  3.547e-01  0.000e+00
 0.4880  2.12803e+05  2.890e+00  2.128e+05  2.128e+05  4.517e+00  0.000e+00  2.130e+05 -1.788e+02  3.824e-01  3.783e+00  3.513e-01  0.000e+00
 0.4890  2.02006e+05  2.639e+00  2.020e+05  2.020e+05  4.773e+00  0.000e+00  2.022e+05 -1.776e+02  7.238e-01  3.708e+00  3.418e-01  0.000e+00
 0.4900  1.96983e+05  2.389e+00  1.970e+05  1.970e+05  5.034e+00  0.000e+00  1.972e+05 -1.768e+02  1.329e+00  3.379e+00  3.257e-01  0.000e+00
 0.4910  1.96056e+05  2.718e+00  1.961e+05  1.960e+05  4.707e+00  0.000e+00  1.962e+05 -1.764e+02  1.499e+00  2.905e+00  3.039e-01  0.000e+00
 0.4920  1.98481e+05  3.710e+00  1.985e+05  1.985e+05  3.704e+00  0.000e+00  1.986e+05 -1.767e+02  1.025e+00  2.401e+00  2.786e-01  0.000e+00
 0.4930  2.05560e+05  4.767e+00  2.056e+05  2.056e+05  2.635e+00  0.000e+00  2.057e+05 -1.774e+02  4.185e-01  1.964e+00  2.524e-01  0.000e+00
 0.4940  2.18374e+05  5.186e+00  2.184e+05  2.184e+05  2.215e+00  0.000e+00  2.185e+05 -1.784e+02  3.361e-01  1.651e+00  2.280e-01  0.000e+00
 0.4950  2.34017e+05  4.887e+00  2.340e+05  2.340e+05  2.525e+00  0.000e+00  2.342e+05 -1.794e+02  8.412e-01  1.477e+00  2.065e-01  0.000e+00
 0.4960  2.44831e+05  4.470e+00  2.448e+05  2.448e+05  2.952e+00  0.000e+00  2.450e+05 -1.800e+02  1.337e+00  1.427e+00  1.880e-01  0.000e+00
 0.4970  2.44092e+05  4.540e+00  2.441e+05  2.441e+05  2.881e+00  0.000e+00  2.443e+05 -1.800e+02  1.250e+00  1.460e+00  1.714e-01  0.000e+00
 0.4980  2.32701e+05  5.038e+00  2.327e+05  2.327e+05  2.372e+00  0.000e+00  2.329e+05 -1.794e+02  6.874e-01  1.529e+00  1.554e-01  0.000e+00
 0.4990  2.17669e+05  5.331e+00  2.177e+05  2.177e+05  2.070e+00  0.000e+00  2.178e+05 -1.785e+02  3.361e-01  1.595e+00  1.398e-01  0.000e+00
 0.5000  2.10902e+05  5.228e+00  2.109e+05  2.109e+05  2.174e+00  0.000e+00  2.111e+05 -1.780e+02  4.237e-01  1.618e+00  1.321e-01  0.000e+00
